Order,Family,Species,Scientific_Name,massM,SDmassM,massF,SDmassF,lengthM,SDlengthM,lengthF,SDlengthF,n_M,n_F,n_Mlength,n_Flength,Comments,Source
Carnivora,Mephitidae,Eastern spotted skunk,Spilogale putorius,606,85,499,41,NA,NA,NA,NA,6,3,NA,NA,,"Hassler, K. N. Den-site selection and unique observations of eastern spotted skunks in the Appalachian Mountains of West Virginia. (Frostburg State University, 2020)."
Carnivora,Mustelidae,Tayra,Eira barbara,2775.625,3099.509024,4350,212.1320344,NA,NA,NA,NA,6,2,NA,NA,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Carnivora,Mustelidae,Neotropical otter,Lontra longicaudis,9466.666667,1457.1662,4670,890.9545443,NA,NA,NA,NA,3,2,NA,NA,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Carnivora,Mustelidae,American pine marten,Martes americana,1360,160,960,70,460,18.4,413,14.5,23,17,18,15,,"Zalewski, A. Does size dimorphism reduce competition between sexes? The diet of male and female pine martens at local and wider geographical scales. Acta Theriol. (Warsz). 52, 237–250 (2007)."
Carnivora,Mustelidae,Beech marten,Martes foina,1709.43,197.51,1340.88,143.71,44.83,1.548,42.451,1.283,84,82,74,65,Head-and-body length used for body length. Sample may include some subadults but these are difficult to distinguish from adults as they have reached the same size.,"Ruette, S., Larroque, J., Albaret, M., Vandel, J. M. & Devillard, S. Quantifying the age- and sex-dependent morphological variation in two syntopic mustelids: Martes martes and Martes foina. Mamm. Biol. 80, 414–423 (2015)."
Carnivora,Mustelidae,European pine marten,Martes martes,1587.09,204.22,1116.85,140.04,45.452,2.091,41.788,1.607,47,26,46,26,Head-and-body length used for body length. Sample may include some subadults but these are difficult to distinguish from adults as they have reached the same size.,"Ruette, S., Larroque, J., Albaret, M., Vandel, J. M. & Devillard, S. Quantifying the age- and sex-dependent morphological variation in two syntopic mustelids: Martes martes and Martes foina. Mamm. Biol. 80, 414–423 (2015)."
Carnivora,Mustelidae,Honey badger,Mellivora capensis,9400,948.3142939,6200,504.7771786,724,24.0377058,636,41.10328454,17,13,17,13,SEs converted to SDs.,"Begg, C. M., Begg, K. S., Du Toit, J. T. & Mills, M. G. L. Sexual and seasonal variation in the diet and foraging behaviour of a sexually dimorphic carnivore, the honey badger (Mellivora capensis). J. Zool. 260, 301–316 (2003)."
Carnivora,Mustelidae,American mink,Neovison vison,1410,220,710,80,NA,NA,NA,NA,6,10,NA,NA,All individuals were 'adults or subadults'.,"Harrington, L. A. et al. Dive performance in a small-bodied, semi-aquatic mammal in the wild. J. Mammal. 93, 198–210 (2012)."
Carnivora,Otariidae,Australian fur seal,Arctocephalus pusillus doriferus,234000,41100,75000,5375.872022,200,12,156,6.32455532,9,10,9,10,"SEs converted to SDs. Note that they chose the most dominant males to measure, so these may be larger than the average male.","Salton, M., Kirkwood, R., Slip, D. & Harcourt, R. Mechanisms for sex-based segregation in foraging behaviour by a polygynous marine carnivore. Mar. Ecol. Prog. Ser. 624, 213–226 (2019)."
Carnivora,Otariidae,Australian fur seal,Arctocephalus pusillus doriferus,138000,24000,64000,6000,175,13,145,4,6,6,NA,NA,"Study conducted in June-July, when males do not have any mating or breeding constraints and adult females are suckling their single pup (lactation lasts 10-11 months). Sampled the six largest and most accessible males in the colony (anesthetized) and six adult females suckling a pup (by hoop-net).","Kernaléguen, L., Cherel, Y., Knox, T. C., Baylis, A. M. M. & Arnould, J. P. Y. Sexual niche segregation and gender-specific individual specialisation in a highly dimorphic marine mammal. PLoS One 10, 1–15 (2015)."
Carnivora,Phocidae,Northern elephant seal,Mirounga angustirostris,1074190,194290,334720,48950,NA,NA,NA,NA,32,94,NA,NA,Used departure body mass of males and post-breeding females.,"Kienle, S. S., Friedlaender, A. S., Crocker, D. E., Mehta, R. S. & Costa, D. P. Trade-offs between foraging reward and mortality risk drive sex-specific foraging strategies in sexually dimorphic northern elephant seals. R. Soc. Open Sci. 9, (2022)."
Carnivora,Procyonidae,White-nosed coati,Nasua narica,5100,800,3700,300,114.2,4.6,103.7,9.8,51,37,42,32,Bddy length is head-body length.,"Gompper, M. E. Sociality and asociality in white-nosed coatis (Nasua narica): Foraging costs and benefits. Behav. Ecol. 7, 254–263 (1996)."
Carnivora,Procyonidae,South American coati,Nasua nasua,5025.46,936.7966305,4244.322222,716.965983,NA,NA,NA,NA,50,90,NA,NA,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Carnivora,Procyonidae,Crab-eating raccoon,Procyon cancrivorus,8176.111111,986.4417677,7211.25,2097.77809,NA,NA,NA,NA,9,4,NA,NA,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Carnivora,Viverridae,Bushy-tailed mongoose,Bdeogale crassicauda,1273.33,283.08,1300,282.84,406.67,15.28,382.5,3.54,3,2,NA,NA,,"Martinoli, A. et al. Species richness and habitat use of small carnivores in the Arusha National Park (Tanzania). Biodivers. Conserv. 15, 1729–1744 (2006)."
Carnivora,Viverridae,Common slender mongoose,Galerella sanguineus,523.33,25.17,490,52.92,335,10,286.67,40.42,3,3,NA,NA,,"Martinoli, A. et al. Species richness and habitat use of small carnivores in the Arusha National Park (Tanzania). Biodivers. Conserv. 15, 1729–1744 (2006)."
Carnivora,Viverridae,Common genet,Genetta genetta,1698,229,1506,190,NA,NA,NA,NA,32,35,NA,NA,,"Rodriguez-Refojos, C. et al. Geographical and sexual differences in body size of common genets, Genetta genetta (Viverridae, Carnivora), in south-western Europe (Iberian Peninsula). Folia Zool. 60, 54–62 (2011)."
Carnivora,Viverridae,Rusty-spotted genet,Genetta maculata,1605,417.19,1050,70.71,475,21.21,455,21.21,2,2,2,2,,"Martinoli, A. et al. Species richness and habitat use of small carnivores in the Arusha National Park (Tanzania). Biodivers. Conserv. 15, 1729–1744 (2006)."
Carnivora,Viverridae,Masked palm civet,Paguma larvata,4240,360,4200,329.84845,53.88,2.24,53.6,2.6387876,16,17,16,17,Converted SE to SD using SE=SD/sqrt(N). Lengths are head-body lengths.,"Zhou, Y. et al. Spatial organization and activity patterns of the masked palm civet (Paguma larvata) in central-south China. J. Mammal. 95, 534–542 (2014)."
Chiroptera,Emballonuridae,Lesser dog-like bat,Peropteryx macrotis,6,0,5.56,0.606630036,4.343,0.211,4.606,0.092,4,5,4,5,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Emballonuridae,Greater sac-winged bat,Saccopteryx bilineata,7.7,0.2,8,0.2,NA,NA,NA,NA,17,6,NA,NA,,"Voigt, C. C., Von Helversen, O., Michener, R. & Kunz, T. H. The economics of harem maintenance in the sac-winged bat, Saccopteryx bilineata (Emballonuridae). Behav. Ecol. Sociobiol. 50, 31–36 (2001)."
Chiroptera,Emballonuridae,Greater sac-winged bat,Saccopteryx bilineata,5.166666667,0.577350269,9.5,3.535533906,NA,NA,NA,NA,3,2,NA,NA,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Emballonuridae,Lesser sac-winged bat,Saccopteryx leptura,3.9,1.979898987,5.45,0.636396103,3.895,0.559,4.15,0.0707,2,2,2,2,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Furipteridae,Thumbless bat,Furipterus horrens,4,0,4,0.816496581,3.57,0.058,3.708,0.079,3,4,3,4,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Hipposideridae,Ashy round-leaf bat,Hipposideros cineraceus,3.5,0.6,3.9,0.5,3.46,0.09,3.5,0.09,25,26,25,26,,"Douangboubpha, B. et al. A taxonomic review of Hipposideros halophyllus, with additional information on H. ater and H. cineraceus (Chiroptera: Hipposideridae) from Thailand and Myanmar. Acta Chiropterologica 12, 29–50 (2010)."
Chiroptera,Hipposideridae,Thailand roundleaf bat,Hipposideros halophyllus,4.1,0.2,4.8,0.8,3.76,0.07,3.82,0.07,14,12,15,13,,"Douangboubpha, B. et al. A taxonomic review of Hipposideros halophyllus, with additional information on H. ater and H. cineraceus (Chiroptera: Hipposideridae) from Thailand and Myanmar. Acta Chiropterologica 12, 29–50 (2010)."
Chiroptera,Hipposideridae,Intermediate roundleaf bat,Hipposideros larvatus,17.38,1.41,17.58,2.05,6.114,0.143,6.177,0.198,30,21,30,21,Used the measurements from Myanmar because they had the highest sample size.,"Thabah, A. et al. Genetic divergence and echolocation call frequency in cryptic species of Hipposideros larvatus s.l. (Chiroptera: Hipposideridae) from the Indo-Malayan region. Biol. J. Linn. Soc. 88, 119–130 (2006)."
Chiroptera,Hipposideridae,Noack's roundleaf bat,Hipposideros ruber,9.6,1.1,10,1.3,5.04,0.08,5.02,0.08,20,27,20,10,,"Russo, D., Maglio, G., Rainho, A., Meyer, C. F. J. & Palmeirim, J. M. Out of the dark: Diurnal activity in the bat Hipposideros ruber on São Tomé island (West Africa). Mamm. Biol. 76, 701–708 (2011)."
Chiroptera,Miniopteridae,Least long-fingered bat,Miniopterus minor,6.3,0.3,6.2,0.2,3.98,0.08,3.99,0.09,26,29,20,20,,"McWilliam, A. N. Mating system of the bat Miniopterus minor (Chiroptera: Vespertilionidae) in Kenya, East Africa: A lek? Ethology 85, 302–312 (1990)."
Chiroptera,Miniopteridae,Natal long-fingered bat,Miniopterus natalensis,11.07,0.7,10.77,0.63,NA,NA,NA,NA,61,31,NA,NA,"Used autumn values, before hibernation, after females have stopped lactating.","Pretorius, M. et al. No evidence of pre-hibernation or pre-migratory body mass gain in Miniopterus natalensis in north-eastern South Africa. J. Vertebr. Biol. 70, (2021)."
Chiroptera,Molossidae,Grandidier's free-tailed bat,Chaerephon leucogaster,7.5,0.73,7.6,0.55,3.52,0.105,3.52,0.103,50,33,50,79,Used data from central-west Madagascar (with the highest sample sizes). Authors note that females in an advanced stage of pregnancy were not included in the data. Body length is forearm length.,"Ratrimomanarivo, F. H. et al. Geographic and phylogeographic variation in Chaerephon leucogaster (Chiroptera: Molossidae) of Madagascar and the western Indian Ocean islands of Mayotte and Pemba. Acta Chiropterologica 11, 25–52 (2009)."
Chiroptera,Molossidae,Wrinkle-lipped free-tailed bat,Chaerephon plicatus,17.8,1.4,17.2,1.1,NA,NA,NA,NA,20,23,NA,NA,,"Weise, P., Czirják, G. A., Lindecke, O., Bumrungsri, S. & Voigt, C. C. Simulated bacterial infection disrupts the circadian fluctuation of immune cells in wrinkle-lipped bats (Chaerephon plicatus). PeerJ 2017, 1–18 (2017)."
Chiroptera,Molossidae,Little free-tailed bat,Chaerephon pumilus,11.7,1.1,10.8,0.4,37.9,0.7,40.6,5.3,6,6,6,6,"Lengths are forearm lengths. No dimorphism according to source: there was no difference between the mass of males (means ¬± S.D. = 11.7 ¬± 1.1 g, n = 6) and females (10.8 ¬± 0.4 g, n = 6; t = 1.8; P > 0.1) nor between the forearm lengths of males (37.9 ¬± 0.7 mm, n = 6) and females (40.6 ¬± 5.3 mm, n = 6; t = 1.2, P > 0.3 ) (Asbetsberger et al. 2003).","Aspetsberger, F., Brandsen, D. & Jacobs, D. S. Geographic variation in the morphology, echolocation and diet of the little free-tailed bat, Chaerephon pumilus (Molossidae). African Zool. 38, 245–254 (2003)."
Chiroptera,Molossidae,Dwarf dog-faced bat,Molossops temminckii,6,0,6.333333333,1.527525232,3.07,0.0141,3.077,0.164,2,3,2,3,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Molossidae,Molossus bondae,Molossus bondae,15.76923077,3.562626516,13,2.923260944,NA,NA,NA,NA,13,12,NA,NA,,"Ocampo, D. et al. Body mass data set for 1,317 bird and 270 mammal species from Colombia. Ecology 102, (2021)."
Chiroptera,Molossidae,Molossus bondae,Molossus bondae,17.9,3.38247442,16.4,3.116904214,4.06,0.975713775,3.94,0.804362378,9,18,9,18,"Forearm length used for body length. Converted 95% Cis to SDs with = ((CI)/2)/TINV(0.05, N-1)*SQRT(N). Excluded pregnant females.","Gager, Y. Causes and consequences of sociality in a neotropical bat. (Universität Konstanz, 2016)."
Chiroptera,Molossidae,Coiban mastiff bat,Molossus coibensis,14.1,1.503125017,12.8,1.584088419,3.56,0.693750008,3.46,0.792044209,23,41,23,41,Forearm length used for body length. Converted 95%Cis to SDs using = ((CI)/2)/TINV(0.05;n-1)*SQRT(n). Excluded pregnant females.,"Gager, Y. Causes and consequences of sociality in a neotropical bat. (Universität Konstanz, 2016)."
Chiroptera,Molossidae,Velvety free-tailed bat,Molossus molossus,11.4,1.400603302,10.2,2.042325342,3.74,1.120482642,3.67,1.021162671,123,403,123,403,Forearm length used for body length. Converted 95%Cis to SDs using = ((CI)/2)/TINV(0.05;n-1)*SQRT(n). Excluded pregnant females.,"Gager, Y. Causes and consequences of sociality in a neotropical bat. (Universität Konstanz, 2016)."
Chiroptera,Molossidae,Velvety free-tailed bat,Molossus molossus,15.94857143,3.07244617,14.91145038,1.903787368,3.982,0.273,3.87,0.185,70,131,62,96,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Molossidae,Black mastiff bat,Molossus rufus,36.075,4.571867636,34.81578947,5.135226847,5.186,0.104,5.051,0.165,20,38,8,30,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Molossidae,Broad-eared bat,Nyctinomops laticaudatus,10.5,0.866025404,9.75,0.353553391,4.397,0.0896,4.525,0.0636,3,2,3,2,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Mormoopidae,Davy's naked-backed bat,Pteronotus davyi fulvus,7.46,1.2,7.16,0.68,4.429,0.096,4.467,0.082,20,20,20,20,"Used data from the Parque Estatal Agua Blanca site (highest sample size), where none of the females were noticeably pregnant and all captured individuals were adults.","López-Wilchis, R. et al. The big naked-backed bat, Pteronotus gymnonotus, Chiroptera, Mormoopidae, in its northernmost geographic distribution range. THERYA 12, 449–459 (2021)."
Chiroptera,Mormoopidae,Big naked-backed bat,Pteronotus gymnonotus,10.23035714,0.876131921,10.3390625,1.681044383,4.978,0.114,5.08,0.147,56,64,56,64,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Mormoopidae,Big naked-backed bat,Pteronotus gymnonotus,14.18,1.3,13.39,1.13,5.316,0.128,5.38,0.119,5,20,5,20,"Used data from the Parque Estatal Agua Blanca site (highest sample size), where none of the females were noticeably pregnant and all captured individuals were adults.","López-Wilchis, R. et al. The big naked-backed bat, Pteronotus gymnonotus, Chiroptera, Mormoopidae, in its northernmost geographic distribution range. THERYA 12, 449–459 (2021)."
Chiroptera,Mormoopidae,Wagner's mustached bat,Pteronotus personatus,7.057407407,0.721790711,6.966666667,0.913008711,4.51,0.155,4.578,0.119,54,54,54,54,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Natalidae,Mexican funnel-eared bat,Natalus stramineus,5.6,0.8,5.6,0.7,NA,NA,NA,NA,40,23,NA,NA,,"Akins, J. B. et al. Flight speeds of three species of Neotropical bats: Glossophaga soricina, Natalus stramineus, and Carollia subrufa. Acta Chiropterologica 9, 477–482 (2007)."
Chiroptera,Noctilionidae,Greater bulldog bat,Noctilio leporinus,61.35384615,9.350475101,55.76470588,6.495473537,8.524,0.24,8.383,0.338,26,17,26,17,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Nycteridae,Egyptian slit-faced bat,Nycteris thebaica,11.5,1.22,12.5,0.85,4.51,0.088,4.69,0.124,24,65,15,47,Body masses of females captured in October were excluded from these data as they were visibly pregnant.,"Monadjem, A. Sexual dimorphism, sex ratio and preliminary recapture rates of Nycteris thebaica (Nycteridae: Chiroptera) in Swaziland. Durban Museum Novit. 26, 49–52 (2001)."
Chiroptera,Phyllostomidae,Anoura aequatoris,Anoura aequatoris,10.66666667,0.577350269,10,1.414213562,NA,NA,NA,NA,3,2,NA,NA,,"Ocampo, D. et al. Body mass data set for 1,317 bird and 270 mammal species from Colombia. Ecology 102, (2021)."
Chiroptera,Phyllostomidae,Tailed tailless bat,Anoura caudifer,11.73031496,2.163368896,11.79831933,1.959136925,3.65,0.164,3.678,0.135,127,119,127,119,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Phyllostomidae,Geoffroy's tailless bat,Anoura geoffroyi,16.0244898,4.601427795,15.84615385,4.785126529,4.17,0.443,4.162,0.425,49,52,48,52,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Phyllostomidae,Anoura peruana,Anoura peruana,15,1,16,1.732050808,NA,NA,NA,NA,5,3,NA,NA,,"Ocampo, D. et al. Body mass data set for 1,317 bird and 270 mammal species from Colombia. Ecology 102, (2021)."
Chiroptera,Phyllostomidae,Artibeus aequatorialis,Artibeus aequatorialis,41.25,3.807886553,43.75,4.5,NA,NA,NA,NA,8,4,NA,NA,,"Ocampo, D. et al. Body mass data set for 1,317 bird and 270 mammal species from Colombia. Ecology 102, (2021)."
Chiroptera,Phyllostomidae,Artibeus amplus,Artibeus amplus,53.22222222,11.13303393,56.83333333,13.76105616,NA,NA,NA,NA,9,6,NA,NA,,"Ocampo, D. et al. Body mass data set for 1,317 bird and 270 mammal species from Colombia. Ecology 102, (2021)."
Chiroptera,Phyllostomidae,Artibeus bogotensis,Artibeus bogotensis,13.65789474,1.790007033,14.2962963,1.99643557,NA,NA,NA,NA,38,27,NA,NA,,"Ocampo, D. et al. Body mass data set for 1,317 bird and 270 mammal species from Colombia. Ecology 102, (2021)."
